filepath,label,label_tag
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000015.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000016.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000017.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000018.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000019.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000020.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000021.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000022.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000023.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000024.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000025.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000026.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000027.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000028.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000029.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000030.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000031.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000032.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000033.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000034.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000035.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000036.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000037.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000038.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000039.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000040.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000041.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000042.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000043.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000044.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000045.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000046.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000047.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000048.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000049.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000050.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000051.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000052.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000053.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000054.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000055.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000056.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000057.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000058.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000059.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000060.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000061.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000062.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000063.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000064.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000065.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000066.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000067.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000068.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000069.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000070.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000071.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000072.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000073.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000074.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000075.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000076.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000077.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000078.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000079.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000080.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000081.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000082.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000083.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000084.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000085.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000086.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000087.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000088.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000089.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000090.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000091.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000092.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000093.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000094.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000095.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000096.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000097.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000098.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000099.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000100.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000101.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000102.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000103.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000104.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000105.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000106.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000107.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000108.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000109.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000110.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000111.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000112.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000113.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000114.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000115.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000116.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000117.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000118.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000119.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000120.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000121.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000122.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000123.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000124.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000125.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000126.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000127.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000128.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000129.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000130.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000131.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000132.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000133.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000134.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000135.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000136.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000137.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000138.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000139.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000140.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000141.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000142.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000143.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000144.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000145.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000146.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000147.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000148.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000149.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000150.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000151.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000152.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000153.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000154.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000155.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000156.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000157.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000158.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000159.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000160.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000161.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000162.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000163.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000164.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000165.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000166.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000167.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000168.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000169.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000170.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000171.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000172.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000173.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000174.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000175.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000176.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000177.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000178.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000179.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000180.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000181.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000182.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000183.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000184.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000185.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000186.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000187.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000188.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000189.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000190.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000191.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000192.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000193.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000194.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000195.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000196.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000197.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000198.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000199.jpg,0,Bacterial_spot
Tomato-Merged\Test\Tomato___Bacterial_spot\plantvillage___Tomato___Bacterial_spot___000200.jpg,0,Bacterial_spot
